site,rate,t,lnL,num_taxa,time,br_len,site_dupl,rep
95,0.8243943642,1.6734469185,-56902.7781261339,2,0.48,0.24,10000,7
96,2.2750580763,1.6734469185,-59872.9669777021,2,0.48,0.24,10000,7
97,2.2183603989,1.6734469185,-59864.771074698,2,0.48,0.24,10000,7
98,1.3585956341,1.6734469185,-59238.570796871,2,0.48,0.24,10000,7
99,2.5375125831,1.6734469185,-59896.6517828205,2,0.48,0.24,10000,7
100,0.2412877935,1.6734469185,-45485.0548272443,2,0.48,0.24,10000,7
101,0.4449207493,1.6734469185,-51575.6273691938,2,0.48,0.24,10000,7
102,2.5831507925,1.6734469185,-59899.1175106029,2,0.48,0.24,10000,7
103,1.5482827153,1.6734469185,-59526.1435726241,2,0.48,0.24,10000,7
104,0.3590815513,1.6734469185,-49422.5063438062,2,0.48,0.24,10000,7
105,1.8958445049,1.6734469185,-59778.3548413951,2,0.48,0.24,10000,7
106,2.0850176345,1.6734469185,-59838.8077861238,2,0.48,0.24,10000,7
107,0.8588593376,1.6734469185,-57172.3555571447,2,0.48,0.24,10000,7
108,2.4292957848,1.6734469185,-59889.1623864071,2,0.48,0.24,10000,7
109,2.9429917172,1.6734469185,-59909.8383242391,2,0.48,0.24,10000,7
110,2.5244740672,1.6734469185,-59895.8792086905,2,0.48,0.24,10000,7
111,0.0081699457,1.6734469185,-31026.5378206026,2,0.48,0.24,10000,7
112,2.9259169274,1.6734469185,-59909.5614773326,2,0.48,0.24,10000,7
113,2.745649563,1.6734469185,-59905.4817653697,2,0.48,0.24,10000,7
114,1.0303280632,1.6734469185,-58203.0885266195,2,0.48,0.24,10000,7
115,1.8679773051,1.6734469185,-59766.1965649706,2,0.48,0.24,10000,7
116,2.7646204303,1.6734469185,-59906.0310915746,2,0.48,0.24,10000,7
117,2.569090446,1.6734469185,-59898.3955709425,2,0.48,0.24,10000,7
118,1.5899906567,1.6734469185,-59571.2889636095,2,0.48,0.24,10000,7
119,1.6667075265,1.6734469185,-59641.5108800486,2,0.48,0.24,10000,7
120,2.6173065399,1.6734469185,-59900.7422727628,2,0.48,0.24,10000,7
121,0.6964231526,1.6734469185,-55658.6897843095,2,0.48,0.24,10000,7
122,0.2869797546,1.6734469185,-47172.3257863562,2,0.48,0.24,10000,7
123,2.6697581254,1.6734469185,-59902.9167568203,2,0.48,0.24,10000,7
124,3.2396479802,1.6734469185,-59912.8359084158,2,0.48,0.24,10000,7
1,3.5165230338,1.6780640048,-59913.9452814999,2,0.48,0.24,10000,8
2,0.9226074211,1.6780640048,-57626.9435137481,2,0.48,0.24,10000,8
3,2.2773326743,1.6780640048,-59874.0837309522,2,0.48,0.24,10000,8
4,2.4081639638,1.6780640048,-59887.9515925513,2,0.48,0.24,10000,8
5,0.1333689648,1.6780640048,-40435.9505716361,2,0.48,0.24,10000,8
6,2.5261645021,1.6780640048,-59896.3959339567,2,0.48,0.24,10000,8
7,0.775174774,1.6780640048,-56492.7949569315,2,0.48,0.24,10000,8
8,1.0842908456,1.6780640048,-58454.0354927626,2,0.48,0.24,10000,8
9,2.488248406,1.6780640048,-59894.0181366553,2,0.48,0.24,10000,8
10,2.3701498894,1.6780640048,-59884.4898079012,2,0.48,0.24,10000,8
11,0.8228742094,1.6780640048,-56908.9099756947,2,0.48,0.24,10000,8
12,3.2598184103,1.6780640048,-59913.0021799009,2,0.48,0.24,10000,8
13,1.641069139,1.6780640048,-59623.7017786814,2,0.48,0.24,10000,8
14,0.9199582076,1.6780640048,-57610.2138590086,2,0.48,0.24,10000,8
15,0.6904966599,1.6780640048,-55612.4284209728,2,0.48,0.24,10000,8
16,1.9150799,1.6780640048,-59788.2511472116,2,0.48,0.24,10000,8
17,1.7667043869,1.6780640048,-59715.5197049667,2,0.48,0.24,10000,8
18,1.4693860637,1.6780640048,-59430.4829263824,2,0.48,0.24,10000,8
19,2.5620207824,1.6780640048,-59898.3955709425,2,0.48,0.24,10000,8
20,0.3425114636,1.6780640048,-48972.8735871181,2,0.48,0.24,10000,8
21,1.4204949092,1.6780640048,-59355.9920260713,2,0.48,0.24,10000,8
22,1.7233231424,1.6780640048,-59687.5266894601,2,0.48,0.24,10000,8
23,1.0909058169,1.6780640048,-58480.8566378709,2,0.48,0.24,10000,8
24,0.2407178563,1.6780640048,-45488.7731017047,2,0.48,0.24,10000,8
25,1.9809949439,1.6780640048,-59811.5874868341,2,0.48,0.24,10000,8
26,0.4201310353,1.6780640048,-51032.2391852503,2,0.48,0.24,10000,8
27,0.7278121148,1.6780640048,-56024.6137730254,2,0.48,0.24,10000,8
28,0.0085926186,1.6780640048,-31077.3226416918,2,0.48,0.24,10000,8
29,0.2849745575,1.6780640048,-47130.1765958304,2,0.48,0.24,10000,8
30,1.0431761771,1.6780640048,-58276.2325667513,2,0.48,0.24,10000,8
31,2.4081637549,1.6780640048,-59887.9515925512,2,0.48,0.24,10000,8
32,1.2240783187,1.6780640048,-58930.4552902653,2,0.48,0.24,10000,8
33,0.4617989855,1.6780640048,-51970.1293261529,2,0.48,0.24,10000,8
34,1.7940788682,1.6780640048,-59731.4397707971,2,0.48,0.24,10000,8
35,1.4671743837,1.6780640048,-59427.3300023677,2,0.48,0.24,10000,8
36,2.5393589657,1.6780640048,-59897.1584407238,2,0.48,0.24,10000,8
37,1.342793576,1.6780640048,-59214.5630431599,2,0.48,0.24,10000,8
38,2.8932040187,1.6780640048,-59909.132284296,2,0.48,0.24,10000,8
39,2.5349286841,1.6780640048,-59896.9059525642,2,0.48,0.24,10000,8
40,1.4110462767,1.6780640048,-59340.38268581,2,0.48,0.24,10000,8
41,1.7393680013,1.6780640048,-59698.2959651206,2,0.48,0.24,10000,8
42,3.4117017951,1.6780640048,-59913.6531040095,2,0.48,0.24,10000,8
43,2.1970412902,1.6780640048,-59862.3092292151,2,0.48,0.24,10000,8
44,3.3062673715,1.6780640048,-59913.2368968251,2,0.48,0.24,10000,8
45,1.7393682441,1.6780640048,-59698.2959651207,2,0.48,0.24,10000,8
46,0.6675623412,1.6780640048,-55338.2830079535,2,0.48,0.24,10000,8
47,0.9077485881,1.6780640048,-57531.5769092899,2,0.48,0.24,10000,8
48,1.8529171071,1.6780640048,-59761.6075106332,2,0.48,0.24,10000,8
49,1.3451871456,1.6780640048,-59219.3898308762,2,0.48,0.24,10000,8
50,1.0893426034,1.6780640048,-58474.5618503551,2,0.48,0.24,10000,8
51,0.0108886153,1.6780640048,-31333.0879795824,2,0.48,0.24,10000,8
52,0.803478985,1.6780640048,-56745.9844342221,2,0.48,0.24,10000,8
53,0.9746742554,1.6780640048,-57932.9932022152,2,0.48,0.24,10000,8
54,1.2557277978,1.6780640048,-59015.4522378976,2,0.48,0.24,10000,8
55,0.8161741841,1.6780640048,-56853.5659069347,2,0.48,0.24,10000,8
56,1.589216639,1.6780640048,-59574.9510457924,2,0.48,0.24,10000,8
57,0.290872875,1.6780640048,-47333.321061579,2,0.48,0.24,10000,8
58,1.6056953391,1.6780640048,-59591.2366471798,2,0.48,0.24,10000,8
59,2.2071432577,1.6780640048,-59863.9563359158,2,0.48,0.24,10000,8
60,0.7965145264,1.6780640048,-56685.4233642368,2,0.48,0.24,10000,8
61,0.0818372066,1.6780640048,-37253.5297818318,2,0.48,0.24,10000,8
62,2.6101054377,1.6780640048,-59900.7422727628,2,0.48,0.24,10000,8
63,0.6565122755,1.6780640048,-55200.1734124582,2,0.48,0.24,10000,8
64,1.0769835502,1.6780640048,-58423.8483558934,2,0.48,0.24,10000,8
65,2.3871287039,1.6780640048,-59886.0872541107,2,0.48,0.24,10000,8
66,0.7120654876,1.6780640048,-55855.5937616683,2,0.48,0.24,10000,8
67,3.4723550714,1.6780640048,-59913.8344054927,2,0.48,0.24,10000,8
68,0.9591040211,1.6780640048,-57845.8582580745,2,0.48,0.24,10000,8
69,2.4761272624,1.6780640048,-59893.1956629062,2,0.48,0.24,10000,8
70,2.5952673909,1.6780640048,-59900.0562271275,2,0.48,0.24,10000,8
71,1.7928065853,1.6780640048,-59730.7280571246,2,0.48,0.24,10000,8
72,2.0650671978,1.6780640048,-59835.3552162667,2,0.48,0.24,10000,8
73,0.0627172626,1.6780640048,-35888.8991892861,2,0.48,0.24,10000,8
74,0.9276438531,1.6780640048,-57658.426646044,2,0.48,0.24,10000,8
75,1.3951889003,1.6780640048,-59313.2435514714,2,0.48,0.24,10000,8
76,2.2889042204,1.6780640048,-59875.5514452611,2,0.48,0.24,10000,8
77,0.1382536302,1.6780640048,-40706.9690000666,2,0.48,0.24,10000,8
78,2.9613841978,1.6780640048,-59910.2396105886,2,0.48,0.24,10000,8
79,2.3344167993,1.6780640048,-59880.8365692938,2,0.48,0.24,10000,8
80,0.8607357079,1.6780640048,-57203.9481265742,2,0.48,0.24,10000,8
81,1.608486172,1.6780640048,-59593.9198925659,2,0.48,0.24,10000,8
82,2.7570144555,1.6780640048,-59906.0310915745,2,0.48,0.24,10000,8
83,3.4117049065,1.6780640048,-59913.6531040095,2,0.48,0.24,10000,8
84,0.825375065,1.6780640048,-56929.3178125993,2,0.48,0.24,10000,8
85,0.9381489927,1.6780640048,-57722.7591303398,2,0.48,0.24,10000,8
86,1.6410688009,1.6780640048,-59623.7017786814,2,0.48,0.24,10000,8
87,1.9438431956,1.6780640048,-59799.0037109194,2,0.48,0.24,10000,8
88,1.1201767686,1.6780640048,-58593.9798352325,2,0.48,0.24,10000,8
89,0.5360873556,1.6780640048,-53402.5338474484,2,0.48,0.24,10000,8
90,3.0083321691,1.6780640048,-59910.8709236693,2,0.48,0.24,10000,8
91,0.1531525267,1.6780640048,-41505.6461741373,2,0.48,0.24,10000,8
92,1.1368469836,1.6780640048,-58654.5313802455,2,0.48,0.24,10000,8
93,2.1420676,1.6780640048,-59852.3876403036,2,0.48,0.24,10000,8
94,0.7594886553,1.6780640048,-56344.14578241,2,0.48,0.24,10000,8
95,0.8372710718,1.6780640048,-57024.579452123,2,0.48,0.24,10000,8
96,2.2977323951,1.6780640048,-59876.6361936584,2,0.48,0.24,10000,8
97,2.366811487,1.6780640048,-59884.1655633716,2,0.48,0.24,10000,8
98,1.3309695665,1.6780640048,-59190.2412110217,2,0.48,0.24,10000,8
99,2.4526013758,1.6780640048,-59891.5062889019,2,0.48,0.24,10000,8
100,0.2415640066,1.6780640048,-45522.2167512038,2,0.48,0.24,10000,8
101,0.43686795,1.6780640048,-51421.7261199338,2,0.48,0.24,10000,8
102,2.5904036521,1.6780640048,-59899.824113109,2,0.48,0.24,10000,8
103,1.5558571418,1.6780640048,-59539.5377877116,2,0.48,0.24,10000,8
104,0.3685962231,1.6780640048,-49714.7456616305,2,0.48,0.24,10000,8
105,1.8349202713,1.6780640048,-59752.9302629233,2,0.48,0.24,10000,8
106,2.2071426506,1.6780640048,-59863.9563359157,2,0.48,0.24,10000,8
107,0.8572887332,1.6780640048,-57178.2889430177,2,0.48,0.24,10000,8
108,2.2716293789,1.6780640048,-59873.3407455376,2,0.48,0.24,10000,8
109,2.6624130658,1.6780640048,-59902.9167568204,2,0.48,0.24,10000,8
110,2.4721411314,1.6780640048,-59892.918206286,2,0.48,0.24,10000,8
111,0.0067500808,1.6780640048,-30864.3169380925,2,0.48,0.24,10000,8
112,2.9263223711,1.6780640048,-59909.7008310016,2,0.48,0.24,10000,8
113,2.7634577306,1.6780640048,-59906.2106187861,2,0.48,0.24,10000,8
114,1.007091035,1.6780640048,-58103.237622565,2,0.48,0.24,10000,8
115,1.8404012247,1.6780640048,-59755.6214974464,2,0.48,0.24,10000,8
116,2.8932042302,1.6780640048,-59909.132284296,2,0.48,0.24,10000,8
117,2.725807722,1.6780640048,-59905.1066222485,2,0.48,0.24,10000,8
118,1.6470083655,1.6780640048,-59628.836206329,2,0.48,0.24,10000,8
119,1.7022164268,1.6780640048,-59672.5715226569,2,0.48,0.24,10000,8
120,2.6409358873,1.6780640048,-59902.0677964608,2,0.48,0.24,10000,8
121,0.6837405138,1.6780640048,-55533.3798698228,2,0.48,0.24,10000,8
122,0.2791340265,1.6780640048,-46925.5739549197,2,0.48,0.24,10000,8
123,2.4761274472,1.6780640048,-59893.1956629062,2,0.48,0.24,10000,8
124,4.1488239321,1.6780640048,-59914.56068825,2,0.48,0.24,10000,8
1,4.0362262664,1.6751270864,-59914.5189778992,2,0.48,0.24,10000,9
2,0.9501972565,1.6751270864,-57784.62256577,2,0.48,0.24,10000,9
3,2.49261113,1.6751270864,-59894.0181366553,2,0.48,0.24,10000,9
4,2.3448597868,1.6751270864,-59881.5149058878,2,0.48,0.24,10000,9
5,0.1234712161,1.6751270864,-39859.5156128466,2,0.48,0.24,10000,9
6,2.5805595786,1.6751270864,-59899.1175106029,2,0.48,0.24,10000,9
7,0.7827970501,1.6751270864,-56550.3562228847,2,0.48,0.24,10000,9
8,1.0955685249,1.6751270864,-58491.8486496745,2,0.48,0.24,10000,9
9,2.5050053162,1.6751270864,-59894.8257163105,2,0.48,0.24,10000,9
10,2.3577679182,1.6751270864,-59882.8528063727,2,0.48,0.24,10000,9
11,0.8248170352,1.6751270864,-56912.9954412298,2,0.48,0.24,10000,9
12,3.6224147582,1.6751270864,-59914.1429242106,2,0.48,0.24,10000,9
13,1.6449336325,1.6751270864,-59624.5600648399,2,0.48,0.24,10000,9
14,0.912809182,1.6751270864,-57554.1392861832,2,0.48,0.24,10000,9
15,0.6999720536,1.6751270864,-55707.0740104495,2,0.48,0.24,10000,9
16,1.9423514581,1.6751270864,-59797.2399145451,2,0.48,0.24,10000,9
17,1.8313459476,1.6751270864,-59749.5397326962,2,0.48,0.24,10000,9
18,1.4257173168,1.6751270864,-59360.4215617936,2,0.48,0.24,10000,9
19,2.5482821572,1.6751270864,-59897.4092448264,2,0.48,0.24,10000,9
20,0.3334769688,1.6751270864,-48685.3831239745,2,0.48,0.24,10000,9
21,1.4128498186,1.6751270864,-59339.2614497017,2,0.48,0.24,10000,9
22,1.738937365,1.6751270864,-59696.0062981226,2,0.48,0.24,10000,9
23,1.0916437987,1.6751270864,-58476.1364759486,2,0.48,0.24,10000,9
24,0.2478597194,1.6751270864,-45751.5920758711,2,0.48,0.24,10000,9
25,1.9342728861,1.6751270864,-59794.2750134896,2,0.48,0.24,10000,9
26,0.4067910767,1.6751270864,-50691.2522015299,2,0.48,0.24,10000,9
27,0.7394069248,1.6751270864,-56131.4534234066,2,0.48,0.24,10000,9
28,0.0091177121,1.6751270864,-31134.916034301,2,0.48,0.24,10000,9
29,0.2807287598,1.6751270864,-46964.4904323029,2,0.48,0.24,10000,9
30,1.0202017246,1.6751270864,-58159.3346374119,2,0.48,0.24,10000,9
31,2.3676353928,1.6751270864,-59883.839738803,2,0.48,0.24,10000,9
32,1.2538086921,1.6751270864,-59004.8164783251,2,0.48,0.24,10000,9
33,0.4569076452,1.6751270864,-51848.1767368824,2,0.48,0.24,10000,9
34,1.8924448716,1.6751270864,-59777.7258702748,2,0.48,0.24,10000,9
35,1.4229849325,1.6751270864,-59355.9920260712,2,0.48,0.24,10000,9
36,2.5573262547,1.6751270864,-59897.9057909319,2,0.48,0.24,10000,9
37,1.3344770729,1.6751270864,-59192.6874299192,2,0.48,0.24,10000,9
38,2.9943469182,1.6751270864,-59910.6240418073,2,0.48,0.24,10000,9
39,2.7245258061,1.6751270864,-59904.9163813903,2,0.48,0.24,10000,9
40,1.4402696323,1.6751270864,-59383.4540969629,2,0.48,0.24,10000,9
41,1.7252127973,1.6751270864,-59686.7492861965,2,0.48,0.24,10000,9
42,3.5461018348,1.6751270864,-59913.9977112609,2,0.48,0.24,10000,9
43,2.2451335795,1.6751270864,-59869.1463447087,2,0.48,0.24,10000,9
44,2.9400399946,1.6751270864,-59909.8383242392,2,0.48,0.24,10000,9
45,1.7649476102,1.6751270864,-59712.5665326992,2,0.48,0.24,10000,9
46,0.6514557209,1.6751270864,-55120.9458747569,2,0.48,0.24,10000,9
47,0.9133893275,1.6751270864,-57557.8923362431,2,0.48,0.24,10000,9
48,1.9638806532,1.6751270864,-59804.8004832846,2,0.48,0.24,10000,9
49,1.337422024,1.6751270864,-59198.7893635328,2,0.48,0.24,10000,9
50,1.0804053744,1.6751270864,-58430.221941514,2,0.48,0.24,10000,9
51,0.0106510775,1.6751270864,-31305.0805482883,2,0.48,0.24,10000,9
52,0.79600064,1.6751270864,-56668.6462372215,2,0.48,0.24,10000,9
53,0.9520523163,1.6751270864,-57795.4746487016,2,0.48,0.24,10000,9
54,1.2194017202,1.6751270864,-58911.1853475017,2,0.48,0.24,10000,9
55,0.8044038013,1.6751270864,-56741.820721965,2,0.48,0.24,10000,9
56,1.5509370605,1.6751270864,-59530.9484413179,2,0.48,0.24,10000,9
57,0.2861842408,1.6751270864,-47154.7712032585,2,0.48,0.24,10000,9
58,1.6178815684,1.6751270864,-59600.146084341,2,0.48,0.24,10000,9
59,2.3137607841,1.6751270864,-59878.0610383161,2,0.48,0.24,10000,9
60,0.8068264703,1.6751270864,-56762.6201066611,2,0.48,0.24,10000,9
61,0.0817644597,1.6751270864,-37238.7685795623,2,0.48,0.24,10000,9
62,2.4052791666,1.6751270864,-59887.3365482552,2,0.48,0.24,10000,9
63,0.6443863669,1.6751270864,-55029.1348961769,2,0.48,0.24,10000,9
64,1.0995192203,1.6751270864,-58507.4986949688,2,0.48,0.24,10000,9
65,2.3545147315,1.6751270864,-59882.520683127,2,0.48,0.24,10000,9
66,0.7050681556,1.6751270864,-55764.4194628885,2,0.48,0.24,10000,9
67,3.2961451937,1.6751270864,-59913.1606211274,2,0.48,0.24,10000,9
68,0.9620437218,1.6751270864,-57853.0209083179,2,0.48,0.24,10000,9
69,2.6247986799,1.6751270864,-59901.1910302892,2,0.48,0.24,10000,9
70,2.5998179968,1.6751270864,-59900.0562271275,2,0.48,0.24,10000,9
71,1.8036362899,1.6751270864,-59734.9811613731,2,0.48,0.24,10000,9
72,2.0039847575,1.6751270864,-59817.6449104443,2,0.48,0.24,10000,9
73,0.062408484,1.6751270864,-35857.6802293104,2,0.48,0.24,10000,9
74,0.9265940382,1.6751270864,-57641.778246036,2,0.48,0.24,10000,9
75,1.3930807877,1.6751270864,-59305.2382989641,2,0.48,0.24,10000,9
76,2.2059313128,1.6751270864,-59863.1357158496,2,0.48,0.24,10000,9
77,0.1321896638,1.6751270864,-40356.8036015772,2,0.48,0.24,10000,9
78,2.6562265053,1.6751270864,-59902.4957629839,2,0.48,0.24,10000,9
79,2.7305868553,1.6751270864,-59905.1066222486,2,0.48,0.24,10000,9
80,0.8372043854,1.6751270864,-57012.4787700588,2,0.48,0.24,10000,9
81,1.6322211979,1.6751270864,-59613.3232169117,2,0.48,0.24,10000,9
82,2.781423248,1.6751270864,-59906.5642839146,2,0.48,0.24,10000,9
83,3.8922373628,1.6751270864,-59914.4409543642,2,0.48,0.24,10000,9
84,0.8433667109,1.6751270864,-57060.774979043,2,0.48,0.24,10000,9
85,0.9236341952,1.6751270864,-57623.2295227264,2,0.48,0.24,10000,9
86,1.6795206434,1.6751270864,-59653.1305892162,2,0.48,0.24,10000,9
87,1.9294780831,1.6751270864,-59792.4809862701,2,0.48,0.24,10000,9
88,1.1283483688,1.6751270864,-58616.8069718457,2,0.48,0.24,10000,9
89,0.535330218,1.6751270864,-53372.9340661156,2,0.48,0.24,10000,9
90,2.6047316493,1.6751270864,-59900.2866267957,2,0.48,0.24,10000,9
91,0.1539900812,1.6751270864,-41535.2956402158,2,0.48,0.24,10000,9
92,1.1773113051,1.6751270864,-58784.0757813757,2,0.48,0.24,10000,9
93,2.1278001562,1.6751270864,-59848.7592051442,2,0.48,0.24,10000,9
94,0.7662390249,1.6751270864,-56396.1011925308,2,0.48,0.24,10000,9
95,0.8087718914,1.6751270864,-56779.2250605252,2,0.48,0.24,10000,9
96,2.5949450694,1.6751270864,-59899.8241131089,2,0.48,0.24,10000,9
97,2.3480607635,1.6751270864,-59881.8517307649,2,0.48,0.24,10000,9
98,1.3917858411,1.6751270864,-59302.9436940757,2,0.48,0.24,10000,9
99,2.4017581804,1.6751270864,-59887.0266220865,2,0.48,0.24,10000,9
100,0.2321725718,1.6751270864,-45129.6960741262,2,0.48,0.24,10000,9
101,0.4409128693,1.6751270864,-51495.8521136994,2,0.48,0.24,10000,9
102,2.5901116611,1.6751270864,-59899.5902873095,2,0.48,0.24,10000,9
103,1.5517817155,1.6751270864,-59531.9065910628,2,0.48,0.24,10000,9
104,0.3748676627,1.6751270864,-49867.5377353737,2,0.48,0.24,10000,9
105,1.8367731287,1.6751270864,-59752.2545075324,2,0.48,0.24,10000,9
106,2.1715282414,1.6751270864,-59857.2279255086,2,0.48,0.24,10000,9
107,0.8328775711,1.6751270864,-56978.0973751114,2,0.48,0.24,10000,9
108,2.4416909865,1.6751270864,-59890.3473337739,2,0.48,0.24,10000,9
109,2.7428959042,1.6751270864,-59905.4817653697,2,0.48,0.24,10000,9
110,2.4305322434,1.6751270864,-59889.4610520202,2,0.48,0.24,10000,9
111,0.0078433614,1.6751270864,-30990.0284633917,2,0.48,0.24,10000,9
112,2.9756907005,1.6751270864,-59910.3696312713,2,0.48,0.24,10000,9
113,2.7067036166,1.6751270864,-59904.3350149612,2,0.48,0.24,10000,9
114,1.0233336044,1.6751270864,-58174.5246743477,2,0.48,0.24,10000,9
115,1.8924448815,1.6751270864,-59777.7258702748,2,0.48,0.24,10000,9
116,3.7422097616,1.6751270864,-59914.3082271602,2,0.48,0.24,10000,9
117,2.509194409,1.6751270864,-59895.0915885663,2,0.48,0.24,10000,9
118,1.5938146781,1.6751270864,-59576.7762386507,2,0.48,0.24,10000,9
119,1.6409932593,1.6751270864,-59621.1208190255,2,0.48,0.24,10000,9
120,2.4967141068,1.6751270864,-59894.2889879553,2,0.48,0.24,10000,9
121,0.6772693243,1.6751270864,-55442.0822547945,2,0.48,0.24,10000,9
122,0.285372865,1.6751270864,-47126.6613470977,2,0.48,0.24,10000,9
123,2.5527885163,1.6751270864,-59897.658362392,2,0.48,0.24,10000,9
124,3.8922420302,1.6751270864,-59914.4409543641,2,0.48,0.24,10000,9
1,3.0906956837,1.6745856643,-599117.077469406,2,0.48,0.24,1e+05,1
2,0.9292130656,1.6745856643,-576562.093511304,2,0.48,0.24,1e+05,1
3,2.3872744513,1.6745856643,-598856.439720223,2,0.48,0.24,1e+05,1
4,2.3314176498,1.6745856643,-598799.798823706,2,0.48,0.24,1e+05,1
5,0.1282141418,1.6745856643,-401296.246280538,2,0.48,0.24,1e+05,1
6,2.4748928029,1.6745856643,-598927.509423646,2,0.48,0.24,1e+05,1
7,0.7775009353,1.6745856643,-564994.212335053,2,0.48,0.24,1e+05,1
8,1.0614464242,1.6745856643,-583480.671377563,2,0.48,0.24,1e+05,1
9,2.4458711282,1.6745856643,-598906.103701003,2,0.48,0.24,1e+05,1
10,2.3007252865,1.6745856643,-598764.203467664,2,0.48,0.24,1e+05,1
11,0.8061654783,1.6745856643,-567547.219895256,2,0.48,0.24,1e+05,1
12,3.0996575907,1.6745856643,-599117.932817318,2,0.48,0.24,1e+05,1
13,1.6668023029,1.6745856643,-596425.148342068,2,0.48,0.24,1e+05,1
14,0.922045699,1.6745856643,-576113.305041888,2,0.48,0.24,1e+05,1
15,0.6936355675,1.6745856643,-556321.110628401,2,0.48,0.24,1e+05,1
16,2.0131725141,1.6745856643,-598201.847704536,2,0.48,0.24,1e+05,1
17,1.7824373296,1.6745856643,-597226.79036369,2,0.48,0.24,1e+05,1
18,1.4620214567,1.6745856643,-594154.893561931,2,0.48,0.24,1e+05,1
19,2.5459720653,1.6745856643,-598972.338588934,2,0.48,0.24,1e+05,1
20,0.3370344065,1.6745856643,-487891.738187876,2,0.48,0.24,1e+05,1
21,1.4119676993,1.6745856643,-593370.164727939,2,0.48,0.24,1e+05,1
22,1.7246406981,1.6745856643,-596859.707987122,2,0.48,0.24,1e+05,1
23,1.1109607534,1.6745856643,-585505.229878261,2,0.48,0.24,1e+05,1
24,0.2383158151,1.6745856643,-453736.641953789,2,0.48,0.24,1e+05,1
25,2.0057162347,1.6745856643,-598179.707653144,2,0.48,0.24,1e+05,1
26,0.4176798221,1.6745856643,-509529.232285379,2,0.48,0.24,1e+05,1
27,0.7314168556,1.6745856643,-560465.117672311,2,0.48,0.24,1e+05,1
28,0.0078522286,1.6745856643,-309907.606245987,2,0.48,0.24,1e+05,1
29,0.2858403584,1.6745856643,-471396.656024701,2,0.48,0.24,1e+05,1
30,1.0427789931,1.6745856643,-582645.069522268,2,0.48,0.24,1e+05,1
31,2.4046450335,1.6745856643,-598872.127698959,2,0.48,0.24,1e+05,1
32,1.2213005136,1.6745856643,-589154.640922692,2,0.48,0.24,1e+05,1
33,0.4555572595,1.6745856643,-518158.28487782,2,0.48,0.24,1e+05,1
34,1.8598731102,1.6745856643,-597630.560997398,2,0.48,0.24,1e+05,1
35,1.4973704596,1.6745856643,-594646.38840033,2,0.48,0.24,1e+05,1
36,2.5828179211,1.6745856643,-598991.888621575,2,0.48,0.24,1e+05,1
37,1.3347321397,1.6745856643,-591923.206952647,2,0.48,0.24,1e+05,1
38,2.9567756729,1.6745856643,-599100.811139667,2,0.48,0.24,1e+05,1
39,2.60016957,1.6745856643,-599000.330928289,2,0.48,0.24,1e+05,1
40,1.4563762751,1.6745856643,-594071.785209407,2,0.48,0.24,1e+05,1
41,1.7066278016,1.6745856643,-596732.090305025,2,0.48,0.24,1e+05,1
42,3.4168675668,1.6745856643,-599136.467518241,2,0.48,0.24,1e+05,1
43,2.2383411795,1.6745856643,-598680.496989836,2,0.48,0.24,1e+05,1
44,2.9748183957,1.6745856643,-599103.43777107,2,0.48,0.24,1e+05,1
45,1.7528401687,1.6745856643,-597046.543561335,2,0.48,0.24,1e+05,1
46,0.653071849,1.6745856643,-551389.932653956,2,0.48,0.24,1e+05,1
47,0.9254407139,1.6745856643,-576326.960057038,2,0.48,0.24,1e+05,1
48,1.8578925342,1.6745856643,-597621.349387203,2,0.48,0.24,1e+05,1
49,1.3420035549,1.6745856643,-592072.993148964,2,0.48,0.24,1e+05,1
50,1.0759735351,1.6745856643,-584102.720126026,2,0.48,0.24,1e+05,1
51,0.0119554078,1.6745856643,-314462.613485185,2,0.48,0.24,1e+05,1
52,0.7812334233,1.6745856643,-565337.625986751,2,0.48,0.24,1e+05,1
53,0.9655443104,1.6745856643,-578710.674949657,2,0.48,0.24,1e+05,1
54,1.2252493892,1.6745856643,-589266.122935227,2,0.48,0.24,1e+05,1
55,0.8165358256,1.6745856643,-568424.546737139,2,0.48,0.24,1e+05,1
56,1.5886397982,1.6745856643,-595710.136797475,2,0.48,0.24,1e+05,1
57,0.2874047577,1.6745856643,-471937.277249831,2,0.48,0.24,1e+05,1
58,1.6370227861,1.6745856643,-596171.456130088,2,0.48,0.24,1e+05,1
59,2.2186571138,1.6745856643,-598650.548410828,2,0.48,0.24,1e+05,1
60,0.8070631418,1.6745856643,-567624.123502465,2,0.48,0.24,1e+05,1
61,0.0833138441,1.6745856643,-373424.112696659,2,0.48,0.24,1e+05,1
62,2.6231018578,1.6745856643,-599010.794878372,2,0.48,0.24,1e+05,1
63,0.6463547613,1.6745856643,-550521.456386246,2,0.48,0.24,1e+05,1
64,1.1015028163,1.6745856643,-585138.972016218,2,0.48,0.24,1e+05,1
65,2.3449796846,1.6745856643,-598814.473532872,2,0.48,0.24,1e+05,1
66,0.7085407043,1.6745856643,-558005.18538985,2,0.48,0.24,1e+05,1
67,3.1753806499,1.6745856643,-599124.239160158,2,0.48,0.24,1e+05,1
68,0.9577114216,1.6745856643,-578264.753148534,2,0.48,0.24,1e+05,1
69,2.581393809,1.6745856643,-598991.175106029,2,0.48,0.24,1e+05,1
70,2.6246284665,1.6745856643,-599011.464651097,2,0.48,0.24,1e+05,1
