site,rate,t,lnL,num_taxa,time,model
4,2.0267580261,1.9359338768,-598812.443205385,2,0.92,JC_equalf
5,0.115141715,1.9359338768,-404060.753812094,2,0.92,JC_equalf
6,2.189298216,1.9359338768,-598963.702568135,2,0.92,JC_equalf
7,0.7886338933,1.9359338768,-575451.233973423,2,0.92,JC_equalf
8,0.9702908129,1.9359338768,-585910.78152756,2,0.92,JC_equalf
9,2.1610716074,1.9359338768,-598943.429594179,2,0.92,JC_equalf
10,1.9978755553,1.9359338768,-598774.940541886,2,0.92,JC_equalf
1,2.8292024284,1.9379127144,-599130.425253623,2,0.92,JC_equalf
2,0.875775786,1.9379127144,-581247.304718898,2,0.92,JC_equalf
3,2.1096191926,1.9379127144,-598902.59362505,2,0.92,JC_equalf
4,2.061115403,1.9379127144,-598854.530396151,2,0.92,JC_equalf
5,0.1168942463,1.9379127144,-405267.099369413,2,0.92,JC_equalf
6,2.150032673,1.9379127144,-598936.635562544,2,0.92,JC_equalf
7,0.7863304416,1.9379127144,-575338.365434641,2,0.92,JC_equalf
8,0.9727590929,1.9379127144,-586058.67887559,2,0.92,JC_equalf
9,2.2257381838,1.9379127144,-598988.305713598,2,0.92,JC_equalf
10,1.9784627384,1.9379127144,-598750.405197121,2,0.92,JC_equalf
1,2.8476840191,1.9380075765,-599131.528854575,2,0.92,JC_equalf
2,0.8801096587,1.9380075765,-581496.900154723,2,0.92,JC_equalf
3,2.1239668929,1.9380075765,-598915.349284826,2,0.92,JC_equalf
4,2.0185798647,1.9380075765,-598804.950617792,2,0.92,JC_equalf
5,0.1155889963,1.9380075765,-404429.756674676,2,0.92,JC_equalf
6,2.1576920575,1.9380075765,-598942.619773635,2,0.92,JC_equalf
7,0.7835074061,1.9380075765,-575127.173268936,2,0.92,JC_equalf
8,0.9812612932,1.9380075765,-586417.50263007,2,0.92,JC_equalf
9,2.1907331482,1.9380075765,-598966.262734537,2,0.92,JC_equalf
10,2.0017481313,1.9380075765,-598783.078528845,2,0.92,JC_equalf
1,2.721548954,1.9376348745,-599122.221982089,2,0.92,JC_equalf
2,0.8807873851,1.9376348745,-581525.68448169,2,0.92,JC_equalf
3,2.1177562384,1.9376348745,-598909.590354327,2,0.92,JC_equalf
4,2.0485952107,1.9376348745,-598840.354230281,2,0.92,JC_equalf
5,0.1152986544,1.9376348745,-404227.74041687,2,0.92,JC_equalf
6,2.126379806,1.9376348745,-598917.064227528,2,0.92,JC_equalf
7,0.7895443989,1.9376348745,-575571.418943366,2,0.92,JC_equalf
8,0.9723977109,1.9376348745,-586037.369937997,2,0.92,JC_equalf
9,2.1862481236,1.9376348745,-598962.931248084,2,0.92,JC_equalf
10,2.0341281386,1.9376348745,-598823.540328721,2,0.92,JC_equalf
1,2.7155510718,1.9336893749,-599121.131407533,2,0.92,JC_equalf
2,0.8783723581,1.9336893749,-581286.439240707,2,0.92,JC_equalf
3,2.1080955056,1.9336893749,-598896.988199017,2,0.92,JC_equalf
4,2.0327028287,1.9336893749,-598816.835138307,2,0.92,JC_equalf
5,0.1147178188,1.9336893749,-403700.094186468,2,0.92,JC_equalf
6,2.1653698168,1.9336893749,-598944.775979244,2,0.92,JC_equalf
7,0.7872988745,1.9336893749,-575281.860444847,2,0.92,JC_equalf
8,0.9785180745,1.9336893749,-586212.036128291,2,0.92,JC_equalf
9,2.1740441286,1.9336893749,-598951.180842846,2,0.92,JC_equalf
10,1.992440768,1.9336893749,-598764.203467664,2,0.92,JC_equalf
1,2.73776639,1.9375838946,-599123.671518814,2,0.92,JC_equalf
2,0.8791071108,1.9375838946,-581429.1064592,2,0.92,JC_equalf
3,2.1061039392,1.9375838946,-598899.060166097,2,0.92,JC_equalf
4,2.0555999248,1.9375838946,-598848.124702307,2,0.92,JC_equalf
5,0.1157365986,1.9375838946,-404508.769172939,2,0.92,JC_equalf
6,2.2105304321,1.9375838946,-598978.811241552,2,0.92,JC_equalf
7,0.7946573154,1.9375838946,-575949.339583264,2,0.92,JC_equalf
8,0.9641950183,1.9375838946,-585682.433131246,2,0.92,JC_equalf
9,2.1560352132,1.9375838946,-598940.995659178,2,0.92,JC_equalf
10,1.9974749177,1.9375838946,-598776.716603309,2,0.92,JC_equalf
1,2.7712149004,1.9338347922,-599125.990693932,2,0.92,JC_equalf
2,0.8809908592,1.9338347922,-581439.281403717,2,0.92,JC_equalf
3,2.1072954927,1.9338347922,-598896.394750548,2,0.92,JC_equalf
4,1.9948623053,1.9338347922,-598767.797847989,2,0.92,JC_equalf
5,0.1155933046,1.9338347922,-404271.668672382,2,0.92,JC_equalf
6,2.1738790992,1.9338347922,-598951.180842845,2,0.92,JC_equalf
7,0.784899938,1.9338347922,-575104.506649746,2,0.92,JC_equalf
8,0.9797094283,1.9338347922,-586265.027180838,2,0.92,JC_equalf
9,2.146900394,1.9338347922,-598930.571404202,2,0.92,JC_equalf
10,1.9930614592,1.9338347922,-598765.283392184,2,0.92,JC_equalf
1,2.8286469875,1.9374012914,-599130.344954417,2,0.92,JC_equalf
2,0.8761255046,1.9374012914,-581254.112909157,2,0.92,JC_equalf
3,2.1419135079,1.9374012914,-598929.738293186,2,0.92,JC_equalf
4,2.0476924046,1.9374012914,-598839.050300164,2,0.92,JC_equalf
5,0.1145115869,1.9374012914,-403708.895976028,2,0.92,JC_equalf
6,2.1820231787,1.9374012914,-598959.830893357,2,0.92,JC_equalf
7,0.7927850679,1.9374012914,-575805.53427787,2,0.92,JC_equalf
8,0.9654836641,1.9374012914,-585734.663504308,2,0.92,JC_equalf
9,2.2146896838,1.9374012914,-598981.270304381,2,0.92,JC_equalf
10,2.0154219497,1.9374012914,-598800.143364915,2,0.92,JC_equalf
1,2.7154876963,1.9315227152,-599120.829934472,2,0.92,JC_equalf
2,0.8776625843,1.9315227152,-581189.397954171,2,0.92,JC_equalf
3,2.0617573283,1.9315227152,-598847.802752585,2,0.92,JC_equalf
4,2.0212857395,1.9315227152,-598799.798823705,2,0.92,JC_equalf
5,0.1161952491,1.9315227152,-404570.208831594,2,0.92,JC_equalf
6,2.1856854298,1.9315227152,-598957.75060562,2,0.92,JC_equalf
7,0.7859638183,1.9315227152,-575113.951988175,2,0.92,JC_equalf
8,0.977559059,1.9315227152,-586125.568256117,2,0.92,JC_equalf
9,2.1603185421,1.9315227152,-598939.093326315,2,0.92,JC_equalf
10,1.9732945411,1.9315227152,-598733.034369457,2,0.92,JC_equalf
1,2.6805225525,1.9364298303,-599117.932817318,2,0.92,JC_equalf
2,0.8758533708,1.9364298303,-581213.249964622,2,0.92,JC_equalf
3,2.0618096156,1.9364298303,-598853.57358905,2,0.92,JC_equalf
4,2.0396096492,1.9364298303,-598828.52806373,2,0.92,JC_equalf
5,0.1184038199,1.9364298303,-406176.301727079,2,0.92,JC_equalf
6,2.1771906979,1.9364298303,-598955.659624779,2,0.92,JC_equalf
7,0.7870823688,1.9364298303,-575349.66077756,2,0.92,JC_equalf
8,0.9706829289,1.9364298303,-585938.271724212,2,0.92,JC_equalf
9,2.2075321851,1.9364298303,-598976.086739211,2,0.92,JC_equalf
10,1.9888528031,1.9364298303,-598763.122163571,2,0.92,JC_equalf
1,2.7942336983,1.9368097474,-599128.017168891,2,0.92,JC_equalf
2,0.8809831338,1.9368097474,-581515.527215195,2,0.92,JC_equalf
3,2.0818321011,1.9368097474,-598874.909107518,2,0.92,JC_equalf
4,2.0239202078,1.9368097474,-598810.0673864,2,0.92,JC_equalf
5,0.1153885791,1.9368097474,-404254.09814911,2,0.92,JC_equalf
6,2.1481121106,1.9368097474,-598934.164419193,2,0.92,JC_equalf
7,0.7897050163,1.9368097474,-575558.284187329,2,0.92,JC_equalf
8,0.9763650712,1.9368097474,-586187.785466595,2,0.92,JC_equalf
9,2.1763955628,1.9368097474,-598955.397500936,2,0.92,JC_equalf
10,2.00960388,1.9368097474,-598791.831539668,2,0.92,JC_equalf
1,2.7021249439,1.9352116985,-599120.017544564,2,0.92,JC_equalf
2,0.8824601644,1.9352116985,-581557.835423795,2,0.92,JC_equalf
3,2.0634016887,1.9352116985,-598853.892683587,2,0.92,JC_equalf
4,2.0584117811,1.9352116985,-598848.446493593,2,0.92,JC_equalf
5,0.1163211269,1.9352116985,-404793.91750688,2,0.92,JC_equalf
6,2.2128451751,1.9352116985,-598978.564404657,2,0.92,JC_equalf
7,0.7901814615,1.9352116985,-575545.146857373,2,0.92,JC_equalf
8,0.9707953192,1.9352116985,-585916.892243063,2,0.92,JC_equalf
9,2.1174524047,1.9352116985,-598906.977561756,2,0.92,JC_equalf
10,1.9749723703,1.9352116985,-598741.207207497,2,0.92,JC_equalf
1,2.6773002238,1.9338494862,-599117.185057399,2,0.92,JC_equalf
2,0.875599349,1.9338494862,-581131.424765473,2,0.92,JC_equalf
3,2.0902618355,1.9338494862,-598880.127438683,2,0.92,JC_equalf
4,2.0215607165,1.9338494862,-598803.237241336,2,0.92,JC_equalf
5,0.1159533187,1.9338494862,-404504.380140287,2,0.92,JC_equalf
6,2.2034845564,1.9338494862,-598971.584407239,2,0.92,JC_equalf
7,0.7909894316,1.9338494862,-575563.913683687,2,0.92,JC_equalf
8,0.9694877307,1.9338494862,-585831.249598252,2,0.92,JC_equalf
9,2.1475764061,1.9338494862,-598931.125988289,2,0.92,JC_equalf
10,2.0281169421,1.9338494862,-598811.425933607,2,0.92,JC_equalf
1,2.8368550484,1.9344756805,-599130.585264222,2,0.92,JC_equalf
2,0.8801311225,1.9344756805,-581407.05361837,2,0.92,JC_equalf
3,2.0955073541,1.9344756805,-598885.904731916,2,0.92,JC_equalf
4,2.0075138354,1.9344756805,-598785.890004478,2,0.92,JC_equalf
5,0.1160655788,1.9344756805,-404600.9239034,2,0.92,JC_equalf
6,2.1542030518,1.9344756805,-598936.909308445,2,0.92,JC_equalf
7,0.7836726438,1.9344756805,-575030.788228552,2,0.92,JC_equalf
8,0.9752405525,1.9344756805,-586090.618797192,2,0.92,JC_equalf
9,2.1731595918,1.9344756805,-598951.180842845,2,0.92,JC_equalf
10,2.0168522481,1.9344756805,-598798.073787738,2,0.92,JC_equalf
1,2.6592096246,1.9345848805,-599115.219248027,2,0.92,JC_equalf
2,0.8822061577,1.9345848805,-581527.377157068,2,0.92,JC_equalf
3,2.0700050008,1.9345848805,-598860.241191296,2,0.92,JC_equalf
4,2.0429689975,1.9345848805,-598830.182788317,2,0.92,JC_equalf
5,0.1150452395,1.9345848805,-403946.445727737,2,0.92,JC_equalf
6,2.1852000544,1.9345848805,-598959.830893356,2,0.92,JC_equalf
7,0.7946981839,1.9345848805,-575861.599512376,2,0.92,JC_equalf
8,0.9689063621,1.9345848805,-585822.061776512,2,0.92,JC_equalf
9,2.1679620308,1.9345848805,-598947.456304183,2,0.92,JC_equalf
10,1.9826219505,1.9345848805,-598751.502556073,2,0.92,JC_equalf
1,2.7076397387,1.9356493406,-599120.62799054,2,0.92,JC_equalf
2,0.8737513113,1.9356493406,-581071.677175149,2,0.92,JC_equalf
3,2.0883183921,1.9356493406,-598880.127438683,2,0.92,JC_equalf
4,2.0641159295,1.9356493406,-598855.167473231,2,0.92,JC_equalf
5,0.1161722413,1.9356493406,-404714.980704821,2,0.92,JC_equalf
6,2.1631772757,1.9356493406,-598944.775979245,2,0.92,JC_equalf
7,0.7890000882,1.9356493406,-575470.027046049,2,0.92,JC_equalf
8,0.9802399056,1.9356493406,-586325.492016601,2,0.92,JC_equalf
9,2.150795969,1.9356493406,-598935.264355819,2,0.92,JC_equalf
10,1.9883772749,1.9356493406,-598761.316925847,2,0.92,JC_equalf
1,2.690477935,1.9356420348,-599118.880436974,2,0.92,JC_equalf
2,0.8789745812,1.9356420348,-581371.409203339,2,0.92,JC_equalf
3,2.0945572421,1.9356420348,-598886.20719022,2,0.92,JC_equalf
4,2.0703680672,1.9356420348,-598861.818370943,2,0.92,JC_equalf
5,0.1153561992,1.9356420348,-404188.199435894,2,0.92,JC_equalf
6,2.1674988138,1.9356420348,-598947.990376307,2,0.92,JC_equalf
7,0.7840430298,1.9356420348,-575095.060006123,2,0.92,JC_equalf
8,0.9831895237,1.9356420348,-586447.617829272,2,0.92,JC_equalf
9,2.151503695,1.9356420348,-598935.813333859,2,0.92,JC_equalf
10,1.9942890087,1.9356420348,-598769.589283611,2,0.92,JC_equalf
1,2.771131886,1.9363204138,-599126.260850408,2,0.92,JC_equalf
2,0.8793226281,1.9363204138,-581408.75033696,2,0.92,JC_equalf
3,2.0925721906,1.9363204138,-598884.996390425,2,0.92,JC_equalf
4,2.0011298099,1.9363204138,-598779.903810382,2,0.92,JC_equalf
5,0.1146773478,1.9363204138,-403774.901081696,2,0.92,JC_equalf
6,2.1953065922,1.9363204138,-598968.044863188,2,0.92,JC_equalf
7,0.7933539714,1.9363204138,-575814.881778861,2,0.92,JC_equalf
8,0.9765756781,1.9363204138,-586186.269255182,2,0.92,JC_equalf
9,2.2096139387,1.9363204138,-598977.32768415,2,0.92,JC_equalf
10,1.9664427227,1.9363204138,-598730.044226536,2,0.92,JC_equalf
1,2.8494677751,1.934956769,-599131.373551989,2,0.92,JC_equalf
2,0.8773809164,1.934956769,-581262.621852555,2,0.92,JC_equalf
3,2.0890655337,1.934956769,-598880.127438682,2,0.92,JC_equalf
4,2.0236700316,1.934956769,-598807.34280616,2,0.92,JC_equalf
5,0.115907357,1.934956769,-404517.547043969,2,0.92,JC_equalf
6,2.1755413801,1.934956769,-598953.294505234,2,0.92,JC_equalf
7,0.7883062834,1.934956769,-575396.70440582,2,0.92,JC_equalf
8,0.9735647018,1.934956769,-586029.756569277,2,0.92,JC_equalf
9,2.1480809737,1.934956769,-598932.509565731,2,0.92,JC_equalf
10,2.0086030002,1.934956769,-598787.992121561,2,0.92,JC_equalf
1,2.7392549174,1.9380808116,-599123.861506261,2,0.92,JC_equalf
2,0.8786432159,1.9380808116,-581415.536634341,2,0.92,JC_equalf
3,2.1192462997,1.9380808116,-598911.324885081,2,0.92,JC_equalf
4,2.0198637473,1.9380808116,-598806.66010253,2,0.92,JC_equalf
5,0.1160945077,1.9380808116,-404758.837068256,2,0.92,JC_equalf
6,2.1940734969,1.9380808116,-598968.552530633,2,0.92,JC_equalf
7,0.7927343025,1.9380808116,-575822.358830794,2,0.92,JC_equalf
8,0.9670881729,1.9380808116,-585818.998661121,2,0.92,JC_equalf
9,2.1768102029,1.9380808116,-598956.706451059,2,0.92,JC_equalf
10,2.0131013818,1.9380808116,-598798.073787738,2,0.92,JC_equalf
1,2.7967084591,1.9334127855,-599127.845041485,2,0.92,JC_equalf
2,0.8804060297,1.9334127855,-581395.174972886,2,0.92,JC_equalf
3,2.1223808809,1.9334127855,-598909.590354328,2,0.92,JC_equalf
4,2.0168839331,1.9334127855,-598796.690964302,2,0.92,JC_equalf
5,0.1149449491,1.9334127855,-403836.492612103,2,0.92,JC_equalf
6,2.0904238875,1.9334127855,-598879.821762429,2,0.92,JC_equalf
7,0.7859663768,1.9334127855,-575172.483944447,2,0.92,JC_equalf
8,0.9773954634,1.9334127855,-586158.966489564,2,0.92,JC_equalf
9,2.1743543358,1.9334127855,-598951.180842845,2,0.92,JC_equalf
10,2.0272022337,1.9334127855,-598809.727359588,2,0.92,JC_equalf
1,2.780507062,1.937160128,-599127.060825929,2,0.92,JC_equalf
2,0.8799265859,1.937160128,-581464.709671704,2,0.92,JC_equalf
3,2.1036783301,1.937160128,-598896.394750549,2,0.92,JC_equalf
4,2.0172944631,1.937160128,-598802.207348525,2,0.92,JC_equalf
5,0.1154967956,1.937160128,-404337.54888793,2,0.92,JC_equalf
6,2.1380609441,1.937160128,-598926.391042518,2,0.92,JC_equalf
7,0.7947806333,1.937160128,-575945.608338821,2,0.92,JC_equalf
8,0.9703880418,1.937160128,-585941.324916731,2,0.92,JC_equalf
9,2.198180238,1.937160128,-598970.576474082,2,0.92,JC_equalf
10,1.9950523293,1.937160128,-598772.80418988,2,0.92,JC_equalf
1,2.8410341002,1.9370431259,-599131.060591026,2,0.96,JC_equalf
2,0.8786367458,1.9370431259,-581388.385906428,2,0.96,JC_equalf
3,2.0754892145,1.9370431259,-598868.710589687,2,0.96,JC_equalf
4,2.0168749266,1.9370431259,-598801.519975772,2,0.96,JC_equalf
5,0.1166946192,1.9370431259,-405105.075406978,2,0.96,JC_equalf
6,2.1591223902,1.9370431259,-598942.889879553,2,0.96,JC_equalf
7,0.7913437336,1.9370431259,-575687.642921439,2,0.96,JC_equalf
8,0.9691310612,1.9370431259,-585884.799625724,2,0.96,JC_equalf
9,2.2048844195,1.9370431259,-598974.841572957,2,0.96,JC_equalf
10,1.994396551,1.9370431259,-598771.733937676,2,0.96,JC_equalf
1,2.697948115,1.9353064311,-599119.606738057,2,0.96,JC_equalf
2,0.8800222135,1.9353064311,-581422.322008462,2,0.96,JC_equalf
3,2.1050531356,1.9353064311,-598895.800654467,2,0.96,JC_equalf
4,2.0285168556,1.9353064311,-598813.797381843,2,0.96,JC_equalf
5,0.1157706906,1.9353064311,-404442.926882091,2,0.96,JC_equalf
6,2.1189889896,1.9353064311,-598908.430741518,2,0.96,JC_equalf
7,0.7889145871,1.9353064311,-575453.113516746,2,0.96,JC_equalf
8,0.974499154,1.9353064311,-586076.933711356,2,0.96,JC_equalf
9,2.2279238416,1.9353064311,-598987.825098831,2,0.96,JC_equalf
10,1.9866912738,1.9353064311,-598758.42058406,2,0.96,JC_equalf
1,2.7874621176,1.9364737883,-599127.498448489,2,0.96,JC_equalf
2,0.8802982056,1.9364737883,-581468.0991257,2,0.96,JC_equalf
3,2.095541862,1.9364737883,-598888.018555464,2,0.96,JC_equalf
4,2.0495355894,1.9364737883,-598840.028484574,2,0.96,JC_equalf
5,0.1150620594,1.9364737883,-404029.982884658,2,0.96,JC_equalf
6,2.153386533,1.9364737883,-598938.002639771,2,0.96,JC_equalf
7,0.793392151,1.9364737883,-575822.358830797,2,0.96,JC_equalf
8,0.9756346412,1.9364737883,-586149.860954374,2,0.96,JC_equalf
9,2.1647670972,1.9364737883,-598946.653950035,2,0.96,JC_equalf
10,1.9614129365,1.9364737883,-598722.526490246,2,0.96,JC_equalf
1,2.7813016157,1.9366050192,-599127.060825929,2,0.96,JC_equalf
2,0.8814955723,1.9366050192,-581539.224265469,2,0.96,JC_equalf
3,2.1123420074,1.9366050192,-598903.766250432,2,0.96,JC_equalf
4,2.0010973391,1.9366050192,-598780.25717387,2,0.96,JC_equalf
5,0.1157135173,1.9366050192,-404456.096506332,2,0.96,JC_equalf
6,2.1103958604,1.9366050192,-598902.006337976,2,0.96,JC_equalf
7,0.7852919786,1.9366050192,-575219.65055814,2,0.96,JC_equalf
8,0.9858450836,1.9366050192,-586576.818711662,2,0.96,JC_equalf
9,2.1847874424,1.9366050192,-598961.125637557,2,0.96,JC_equalf
10,1.9904665119,1.9366050192,-598765.643060357,2,0.96,JC_equalf
1,2.7624751326,1.9367292371,-599125.627767169,2,0.96,JC_equalf
2,0.8757178613,1.9367292371,-581213.249964622,2,0.96,JC_equalf
3,2.134110806,1.9367292371,-598922.7381558,2,0.96,JC_equalf
4,2.0518610053,1.9367292371,-598842.954509091,2,0.96,JC_equalf
5,0.1158692763,1.9367292371,-404561.432514331,2,0.96,JC_equalf
6,2.1608987347,1.9367292371,-598943.968645701,2,0.96,JC_equalf
7,0.7865116061,1.9367292371,-575315.769092898,2,0.96,JC_equalf
8,0.9782095128,1.9367292371,-586263.514242337,2,0.96,JC_equalf
9,2.1967519966,1.9367292371,-598969.312770923,2,0.96,JC_equalf
10,1.9716888896,1.9367292371,-598738.614730276,2,0.96,JC_equalf
1,2.8067497176,1.9358169107,-599128.7820888,2,0.96,JC_equalf
2,0.8802382178,1.9358169107,-581447.758936596,2,0.96,JC_equalf
3,2.1064196247,1.9358169107,-598897.580999695,2,0.96,JC_equalf
4,2.0263307998,1.9358169107,-598811.765180294,2,0.96,JC_equalf
5,0.1156381617,1.9358169107,-404377.070011844,2,0.96,JC_equalf
6,2.1260388182,1.9358169107,-598915.062889021,2,0.96,JC_equalf
7,0.7865831135,1.9358169107,-575293.165211871,2,0.96,JC_equalf
8,0.9812077476,1.9358169107,-586369.264657533,2,0.96,JC_equalf
9,2.1716539634,1.9358169107,-598951.180842845,2,0.96,JC_equalf
10,1.9826207915,1.9358169107,-598753.328435747,2,0.96,JC_equalf
1,3.1246248654,1.9390974837,-599141.338081982,2,0.96,JC_equalf
2,0.8738202749,1.9390974837,-581165.534681527,2,0.96,JC_equalf
3,2.116817026,1.9390974837,-598910.169183224,2,0.96,JC_equalf
4,2.0735927349,1.9390974837,-598869.022035735,2,0.96,JC_equalf
5,0.116006452,1.9390974837,-404741.295298359,2,0.96,JC_equalf
6,2.1745633066,1.9390974837,-598955.921581738,2,0.96,JC_equalf
7,0.7859746173,1.9390974837,-575347.778351349,2,0.96,JC_equalf
8,0.9792939886,1.9390974837,-586358.703805335,2,0.96,JC_equalf
9,2.1518793844,1.9390974837,-598939.093326314,2,0.96,JC_equalf
10,1.9777561197,1.9390974837,-598751.136922311,2,0.96,JC_equalf
1,2.7991139909,1.9410976353,-599128.782088801,2,0.96,JC_equalf
2,0.8788578398,1.9410976353,-581505.367867429,2,0.96,JC_equalf
3,2.0943284937,1.9410976353,-598891.62386407,2,0.96,JC_equalf
4,2.0809153515,1.9410976353,-598878.597451016,2,0.96,JC_equalf
5,0.115187929,1.9410976353,-404289.238157274,2,0.96,JC_equalf
6,2.1560356241,1.9410976353,-598943.968645702,2,0.96,JC_equalf
7,0.7884114424,1.9410976353,-575592.054072805,2,0.96,JC_equalf
8,0.9786472129,1.9410976353,-586373.789770856,2,0.96,JC_equalf
9,2.2088906345,1.9410976353,-598980.288710375,2,0.96,JC_equalf
10,2.0140125576,1.9410976353,-598803.237241336,2,0.96,JC_equalf
1,2.8632972725,1.9357879017,-599132.217990046,2,0.96,JC_equalf
2,0.8841816044,1.9357879017,-581669.355266192,2,0.96,JC_equalf
3,2.0416991748,1.9357879017,-598830.182788317,2,0.96,JC_equalf
4,1.9915635862,1.9357879017,-598766.002575164,2,0.96,JC_equalf
5,0.1151435947,1.9357879017,-404056.358160411,2,0.96,JC_equalf
6,2.1687823912,1.9357879017,-598949.056526155,2,0.96,JC_equalf
7,0.795775271,1.9357879017,-575977.317182158,2,0.96,JC_equalf
8,0.9726461332,1.9357879017,-586008.430645675,2,0.96,JC_equalf
9,2.1495946549,1.9357879017,-598934.439650859,2,0.96,JC_equalf
10,1.9962081655,1.9357879017,-598772.44759289,2,0.96,JC_equalf
1,2.7470814998,1.9380223669,-599124.520368661,2,0.96,JC_equalf
2,0.8817199795,1.9380223669,-581588.274944073,2,0.96,JC_equalf
3,2.1343833923,1.9380223669,-598924.14639507,2,0.96,JC_equalf
4,2.0128932073,1.9380223669,-598797.728314704,2,0.96,JC_equalf
5,0.1165471106,1.9380223669,-405048.127142716,2,0.96,JC_equalf
6,2.1541316143,1.9380223669,-598939.909604668,2,0.96,JC_equalf
7,0.7922031499,1.9380223669,-575781.224608891,2,0.96,JC_equalf
8,0.9718818219,1.9380223669,-586023.664724965,2,0.96,JC_equalf
9,2.11405474,1.9380223669,-598906.686437534,2,0.96,JC_equalf
10,2.0067513993,1.9380223669,-598789.739633045,2,0.96,JC_equalf
1,2.6641805366,1.9371235754,-599116.20988537,2,0.96,JC_equalf
2,0.8784810783,1.9371235754,-581381.595917183,2,0.96,JC_equalf
3,2.1030786033,1.9371235754,-598895.800654467,2,0.96,JC_equalf
4,2.0299301135,1.9371235754,-598817.844909291,2,0.96,JC_equalf
5,0.1151457007,1.9371235754,-404109.101689563,2,0.96,JC_equalf
6,2.1676486333,1.9371235754,-598949.322647976,2,0.96,JC_equalf
7,0.7941624308,1.9371235754,-575898.949963214,2,0.96,JC_equalf
8,0.9759189437,1.9371235754,-586175.653980387,2,0.96,JC_equalf
9,2.2028514883,1.9371235754,-598973.592188496,2,0.96,JC_equalf
10,1.9790171039,1.9371235754,-598750.03910573,2,0.96,JC_equalf
1,2.7701207214,1.9362181846,-599126.170992469,2,0.96,JC_equalf
2,0.8800855849,1.9362181846,-581449.454269962,2,0.96,JC_equalf
3,2.0763734972,1.9362181846,-598868.71058969,2,0.96,JC_equalf
4,2.0025467107,1.9362181846,-598781.66908562,2,0.96,JC_equalf
5,0.1164036893,1.9362181846,-404885.983993863,2,0.96,JC_equalf
6,2.156492797,1.9362181846,-598940.181366554,2,0.96,JC_equalf
7,0.7881177399,1.9362181846,-575421.154147701,2,0.96,JC_equalf
8,0.9762311888,1.9362181846,-586169.58669901,2,0.96,JC_equalf
9,2.1969488233,1.9362181846,-598969.059525644,2,0.96,JC_equalf
10,1.996283644,1.9362181846,-598773.160633097,2,0.96,JC_equalf
1,2.8943112506,1.9361090465,-599133.835411376,2,0.96,JC_equalf
2,0.8781370508,1.9361090465,-581335.739362029,2,0.96,JC_equalf
3,2.127386649,1.9361090465,-598916.493233853,2,0.96,JC_equalf
4,1.9920044395,1.9361090465,-598767.080199183,2,0.96,JC_equalf
5,0.1154303431,1.9361090465,-404254.09814911,2,0.96,JC_equalf
6,2.1364928753,1.9361090465,-598924.14639507,2,0.96,JC_equalf
7,0.7909957574,1.9361090465,-575633.30525307,2,0.96,JC_equalf
8,0.9749920856,1.9361090465,-586114.93504734,2,0.96,JC_equalf
9,2.2055590369,1.9361090465,-598974.592033421,2,0.96,JC_equalf
10,1.9813125459,1.9361090465,-598751.868037253,2,0.96,JC_equalf
1,2.8106539218,1.9357076323,-599129.033548923,2,0.96,JC_equalf
2,0.8856048003,1.9357076323,-581746.931885844,2,0.96,JC_equalf
3,2.109111861,1.9357076323,-598899.945720831,2,0.96,JC_equalf
4,2.0432014262,1.9357076323,-598831.833581588,2,0.96,JC_equalf
5,0.1145303325,1.9357076323,-403656.081323823,2,0.96,JC_equalf
6,2.2198144587,1.9357076323,-598983.225360668,2,0.96,JC_equalf
7,0.7840164733,1.9357076323,-575095.06000612,2,0.96,JC_equalf
8,0.9711874142,1.9357076323,-585944.377854423,2,0.96,JC_equalf
9,2.202913265,1.9357076323,-598972.589645905,2,0.96,JC_equalf
10,1.9692744183,1.9357076323,-598733.407455375,2,0.96,JC_equalf
1,2.8691035495,1.9375400172,-599132.668562933,2,0.96,JC_equalf
2,0.8804715564,1.9375400172,-581505.367867429,2,0.96,JC_equalf
3,2.0881399758,1.9375400172,-598881.958121049,2,0.96,JC_equalf
4,2.0085803396,1.9375400172,-598791.483275642,2,0.96,JC_equalf
5,0.1164059175,1.9375400172,-404938.580635245,2,0.96,JC_equalf
6,2.1525536147,1.9375400172,-598938.275559413,2,0.96,JC_equalf
7,0.7897335699,1.9375400172,-575582.675256705,2,0.96,JC_equalf
8,0.9753133136,1.9375400172,-586158.966489564,2,0.96,JC_equalf
9,2.1752077017,1.9375400172,-598955.135210232,2,0.96,JC_equalf
10,1.9866922465,1.9375400172,-598761.678279722,2,0.96,JC_equalf
1,2.6843295919,1.934388224,-599118.038874627,2,0.96,JC_equalf
2,0.8767776624,1.934388224,-581213.249964621,2,0.96,JC_equalf
3,2.0705135309,1.934388224,-598860.556945845,2,0.96,JC_equalf
4,2.0440269378,1.934388224,-598831.17373621,2,0.96,JC_equalf
5,0.1167524549,1.934388224,-405039.364904805,2,0.96,JC_equalf
6,2.1373724098,1.934388224,-598923.301943677,2,0.96,JC_equalf
7,0.7881127705,1.934388224,-575364.718301451,2,0.96,JC_equalf
8,0.9738864659,1.934388224,-586031.279370733,2,0.96,JC_equalf
9,2.1929362722,1.934388224,-598964.984748391,2,0.96,JC_equalf
10,2.0020819062,1.934388224,-598778.488814821,2,0.96,JC_equalf
1,2.8644998346,1.9387538108,-599132.519159306,2,0.96,JC_equalf
2,0.8812674349,1.9387538108,-581581.512226853,2,0.96,JC_equalf
